product_type,product_name,sales_volume,price,sale_time,date,platform,brand,reviews,rating,is_promo
Máy lọc không khí,Reduced content-based knowledgebase,2440.0,313.22,Tháng 9,2023-10-06,Shopee,Nivea,244,1.3,0
Máy lọc không khí,Adaptive neutral functionalities,3996.0,165.76,Tháng 2,2022-08-18,Lazada,Wella,988,2.8,1
Máy lọc không khí,Enhanced static help-desk,1735.0,178.88,Tháng 1,2023-12-17,Shopee,The Body Shop Tea Tree,260,3.2,0
Máy lọc không khí,Organic 6thgeneration interface,120.0,100.09,Tháng 10,2022-08-06,Lazada,Fa,512,1.5,1
Máy lọc không khí,Programmable full-range firmware,119.0,337.45,Tháng 2,2024-02-21,Shopee,P&G,868,2.4,0
Máy lọc không khí,Cross-platform scalable utilization,113.0,54.17,Tháng 5,2024-08-18,Shopee,Aveeno,138,2.9,1
Máy lọc không khí,Multi-channeled eco-centric hardware,565.0,401.78,Tháng 10,2024-07-30,Lazada,Fa,205,2.6,0
Máy lọc không khí,Grass-roots secondary approach,3818.0,493.01,Tháng 8,2023-04-09,Shopee,Make Up For Ever,136,4.4,0
Máy lọc không khí,Robust high-level budgetary management,3325.0,405.67,Tháng 5,2022-11-16,Shopee,Nivea Men,690,4.7,0
Máy lọc không khí,Synergistic transitional portal,3394.0,316.82,Tháng 4,2024-05-26,Lazada,Revlon,294,3.1,0
Máy lọc không khí,Phased bottom-line secured line,2570.0,293.05,Tháng 7,2022-05-25,Lazada,Axe,57,2.9,0
Máy lọc không khí,Focused didactic functionalities,3090.0,15.13,Tháng 12,2024-06-22,Lazada,Olay,506,3.7,1
Máy lọc không khí,Inverse actuating project,3108.0,492.19,Tháng 4,2024-05-30,Lazada,H&M,535,4.4,0
Máy lọc không khí,Customer-focused zero administration matrix,3171.0,288.99,Tháng 7,2023-09-02,Lazada,Adidas,836,2.7,0
Máy lọc không khí,Right-sized global monitoring,2222.0,372.41,Tháng 11,2021-12-15,Shopee,Laneige,866,4.1,0
Máy lọc không khí,Expanded zero administration functionalities,978.0,68.93,Tháng 2,2022-11-22,Lazada,Samsung,470,5.0,1
Máy lọc không khí,Configurable 4thgeneration support,1970.0,441.73,Tháng 7,2022-12-21,Shopee,Missha,37,3.6,0
Máy lọc không khí,Compatible real-time process improvement,4091.0,240.85,Tháng 8,2022-08-26,Shopee,MAC Cosmetics,327,4.5,0
Máy lọc không khí,Networked responsive instruction set,4596.0,268.94,Tháng 12,2024-05-15,Shopee,Revlon Colorstay,266,4.7,0
Máy lọc không khí,Team-oriented static challenge,4392.0,111.09,Tháng 2,2024-04-01,Lazada,Kose,671,2.4,1
Máy lọc không khí,Visionary systematic circuit,2911.0,183.72,Tháng 5,2022-03-27,Shopee,Bioré,509,1.7,0
Máy lọc không khí,Exclusive encompassing productivity,752.0,157.12,Tháng 8,2024-07-03,Lazada,L'Occitane,302,3.6,0
Máy lọc không khí,Reduced multi-tasking synergy,4240.0,436.24,Tháng 12,2022-06-13,Lazada,Dove Purely Pampering,992,1.5,0
Máy lọc không khí,Vision-oriented dynamic customer loyalty,713.0,54.39,Tháng 5,2022-09-30,Lazada,L'Oreal Elvive,547,2.6,1
Máy lọc không khí,Optional impactful project,1312.0,458.59,Tháng 12,2022-12-06,Lazada,Wella,42,4.3,0
Máy lọc không khí,Expanded regional database,3542.0,474.6,Tháng 2,2023-04-19,Shopee,Lancôme,911,2.6,0
Máy lọc không khí,Intuitive content-based collaboration,31.0,56.83,Tháng 7,2021-12-05,Lazada,Revlon Colorstay,657,4.0,1
Máy lọc không khí,Intuitive coherent firmware,307.0,340.4,Tháng 2,2024-03-01,Lazada,Anastasia Beverly Hills,825,2.8,0
Máy lọc không khí,Proactive contextually-based groupware,3118.0,489.77,Tháng 5,2024-10-09,Lazada,Apple,523,2.1,0
Máy lọc không khí,Optional exuding moratorium,4109.0,247.53,Tháng 7,2023-11-18,Shopee,Clinique for Men,383,2.7,0
Máy lọc không khí,Switchable solution-oriented info-mediaries,657.0,495.04,Tháng 12,2023-12-13,Lazada,Vichy,517,4.5,0
Máy lọc không khí,Front-line 6thgeneration alliance,1755.0,318.72,Tháng 3,2021-12-22,Lazada,The Inkey List,44,3.7,0
Máy lọc không khí,Configurable radical time-frame,2469.0,459.49,Tháng 2,2023-03-27,Lazada,Olay,626,2.8,0
Máy lọc không khí,Fully-configurable dynamic firmware,892.0,22.61,Tháng 4,2023-08-30,Shopee,Laneige,200,3.7,1
Máy lọc không khí,Configurable disintermediate leverage,3584.0,392.72,Tháng 3,2023-08-09,Shopee,Fa,418,2.9,0
Máy lọc không khí,Realigned bottom-line info-mediaries,2636.0,122.39,Tháng 9,2023-07-07,Shopee,Burt's Bees,766,2.0,1
Máy lọc không khí,Devolved global website,2210.0,37.27,Tháng 4,2021-11-13,Lazada,Maybelline,957,5.0,1
Máy lọc không khí,User-centric incremental strategy,3986.0,107.79,Tháng 9,2023-04-21,Lazada,Neutrogena,189,1.7,1
Máy lọc không khí,Multi-lateral multi-state artificial intelligence,2550.0,53.37,Tháng 1,2024-04-14,Shopee,Maybelline,753,1.3,1
Máy lọc không khí,Face-to-face scalable encryption,2408.0,99.43,Tháng 6,2023-08-23,Shopee,Estée Lauder,225,1.6,1
Máy lọc không khí,Universal zero-defect encoding,549.0,57.01,Tháng 4,2024-06-05,Shopee,Wella,163,3.9,1
Máy lọc không khí,Horizontal systemic challenge,3585.0,13.82,Tháng 7,2022-11-23,Shopee,Farsali,747,3.7,1
Máy lọc không khí,Business-focused 5thgeneration open system,3134.0,452.97,Tháng 8,2022-07-21,Shopee,Yves Rocher,307,2.5,0
Máy lọc không khí,Vision-oriented 24/7 service-desk,4745.0,93.53,Tháng 4,2024-06-17,Lazada,Fenty Beauty,394,3.9,1
Máy lọc không khí,Reactive zero tolerance service-desk,1725.0,477.06,Tháng 8,2022-06-29,Lazada,Nike,517,4.3,0
Máy lọc không khí,Inverse eco-centric analyzer,397.0,47.49,Tháng 1,2024-02-27,Shopee,Fanta,928,3.5,1
Máy lọc không khí,Function-based multi-tasking projection,2716.0,135.77,Tháng 11,2023-09-15,Lazada,Dr. Jart+,777,3.6,1
Máy lọc không khí,Cross-platform encompassing groupware,2597.0,275.67,Tháng 2,2024-01-06,Lazada,CeraVe,859,2.5,0
Máy lọc không khí,Multi-tiered dedicated protocol,931.0,120.62,Tháng 6,2024-08-02,Lazada,Pond's,870,4.1,1
Máy lọc không khí,Synchronized multi-state hierarchy,1322.0,233.23,Tháng 11,2021-12-09,Shopee,Estée Lauder,523,4.6,0
Máy lọc không khí,Vision-oriented tangible infrastructure,650.0,102.07,Tháng 10,2024-04-04,Lazada,L'Oreal Elvive,830,3.7,1
Máy lọc không khí,Devolved static moratorium,3581.0,159.16,Tháng 7,2024-08-30,Lazada,The Body Shop,293,3.1,0
Máy lọc không khí,Future-proofed eco-centric encryption,3017.0,336.38,Tháng 7,2024-04-21,Lazada,Chanel,174,3.7,0
Máy lọc không khí,Centralized solution-oriented hardware,3620.0,295.47,Tháng 2,2023-03-04,Lazada,Anastasia Beverly Hills,839,4.7,0
Máy lọc không khí,Enterprise-wide stable adapter,2923.0,211.42,Tháng 12,2022-04-20,Lazada,LANEIGE,488,4.0,0
Máy lọc không khí,Grass-roots user-facing productivity,4631.0,208.2,Tháng 2,2021-11-28,Shopee,Revlon,759,1.8,1
Máy lọc không khí,Sharable responsive framework,2891.0,492.92,Tháng 9,2024-09-16,Lazada,Shiseido,365,4.6,0
Máy lọc không khí,Reverse-engineered impactful architecture,1790.0,435.66,Tháng 1,2023-01-18,Shopee,Revlon,457,3.7,0
Máy lọc không khí,Progressive upward-trending hub,4085.0,147.85,Tháng 8,2023-01-13,Lazada,Revlon,750,3.8,1
Máy lọc không khí,Innovative zero tolerance forecast,4718.0,452.42,Tháng 1,2022-06-27,Lazada,Coty,349,2.8,0
Máy lọc không khí,Team-oriented object-oriented service-desk,1179.0,238.9,Tháng 4,2023-07-28,Shopee,Paula's Choice,298,3.7,0
Máy lọc không khí,Object-based user-facing methodology,1555.0,72.58,Tháng 8,2023-05-24,Lazada,Fanta,944,1.1,1
Máy lọc không khí,Synergistic radical artificial intelligence,299.0,67.0,Tháng 2,2023-05-23,Shopee,The Body Shop Tea Tree,331,2.1,1
Máy lọc không khí,Advanced regional implementation,4093.0,178.21,Tháng 10,2021-12-01,Shopee,SNAILWHITE,772,2.1,1
Máy lọc không khí,Pre-emptive high-level frame,682.0,483.74,Tháng 5,2024-06-17,Shopee,LG,875,2.8,0
Máy lọc không khí,Managed bandwidth-monitored budgetary management,3631.0,275.89,Tháng 9,2023-11-18,Lazada,Mason Jar,329,1.9,0
Máy lọc không khí,Quality-focused value-added challenge,4548.0,98.15,Tháng 10,2022-08-15,Shopee,Farsali,821,2.6,1
Máy lọc không khí,Front-line full-range product,2273.0,208.53,Tháng 11,2023-02-04,Lazada,Zara,861,3.5,0
Máy lọc không khí,Expanded demand-driven approach,2664.0,278.25,Tháng 9,2022-04-06,Lazada,Kraft,351,4.3,0
Máy lọc không khí,Implemented zero tolerance archive,1557.0,498.94,Tháng 8,2024-05-19,Shopee,Clarins,151,1.2,0
Máy lọc không khí,User-friendly asymmetric portal,118.0,137.44,Tháng 12,2024-04-23,Shopee,Clinique,140,2.2,0
Máy lọc không khí,Organic systematic strategy,845.0,445.17,Tháng 7,2022-07-10,Shopee,Shiseido,282,2.4,0
Máy lọc không khí,Function-based incremental architecture,2682.0,97.55,Tháng 9,2023-12-27,Shopee,Cosrx,593,1.5,1
Máy lọc không khí,Monitored analyzing application,538.0,55.23,Tháng 8,2021-11-08,Shopee,Tatcha,359,1.3,1
Máy lọc không khí,Vision-oriented heuristic archive,1326.0,148.56,Tháng 12,2022-09-09,Lazada,Dior,246,3.8,0
Máy lọc không khí,Business-focused content-based structure,4267.0,198.26,Tháng 11,2023-07-15,Shopee,The Inkey List,526,4.6,1
Máy lọc không khí,Face-to-face national intranet,1909.0,299.51,Tháng 1,2023-09-28,Lazada,Neutrogena,985,1.7,0
Máy lọc không khí,Switchable multimedia infrastructure,172.0,414.13,Tháng 11,2023-02-11,Lazada,Althea,779,2.9,0
Máy lọc không khí,Focused uniform emulation,4202.0,53.24,Tháng 7,2022-11-12,Shopee,SkinCeuticals,975,3.1,1
Máy lọc không khí,Assimilated national pricing structure,3425.0,333.44,Tháng 4,2023-02-28,Shopee,Samsung,101,1.1,0
Máy lọc không khí,Adaptive dynamic success,2246.0,426.92,Tháng 11,2022-12-02,Shopee,Huda Beauty,348,1.8,0
Máy lọc không khí,Persevering leadingedge concept,4511.0,360.31,Tháng 5,2022-10-26,Shopee,Mason Jar,663,4.6,0
Máy lọc không khí,Open-architected bifurcated analyzer,2460.0,44.74,Tháng 1,2024-10-20,Lazada,Dell,983,4.7,1
Máy lọc không khí,Self-enabling needs-based matrices,3052.0,362.54,Tháng 2,2023-06-22,Shopee,L'Oreal Elvive,716,4.9,0
Máy lọc không khí,Public-key asynchronous application,4577.0,23.03,Tháng 2,2021-11-29,Lazada,Bioré,637,4.4,1
Máy lọc không khí,Compatible intermediate benchmark,2977.0,33.65,Tháng 6,2023-03-08,Lazada,Yves Rocher,319,1.9,1
Máy lọc không khí,Proactive multi-state access,2248.0,365.69,Tháng 1,2022-05-30,Shopee,Shu Uemura,36,1.2,0
Máy sấy tóc,Innovative non-volatile encoding,4255.0,257.64,Tháng 10,2023-03-30,Shopee,L'Occitane,978,4.1,0
Máy sấy tóc,Open-source asymmetric implementation,4803.0,429.74,Tháng 4,2022-02-21,Shopee,L'Occitane,637,3.8,0
Máy sấy tóc,Optimized mission-critical secured line,2943.0,326.48,Tháng 7,2021-12-01,Lazada,Garnier SkinActive,830,4.2,0
Máy sấy tóc,Grass-roots analyzing moratorium,4487.0,81.97,Tháng 6,2022-11-02,Lazada,Bobbi Brown,898,5.0,1
Máy sấy tóc,Organized heuristic access,1092.0,452.42,Tháng 9,2022-09-13,Shopee,Kiehl's,394,4.9,0
Máy sấy tóc,Proactive cohesive pricing structure,39.0,291.27,Tháng 3,2024-07-06,Lazada,Head & Shoulders,29,3.5,0
Máy sấy tóc,Open-source client-server archive,343.0,438.06,Tháng 2,2023-06-05,Shopee,Shiseido,895,3.6,0
Máy sấy tóc,Programmable zero-defect success,3233.0,286.31,Tháng 1,2024-04-05,Lazada,Physiogel,164,1.9,0
Máy sấy tóc,Organic user-facing focus group,2255.0,82.27,Tháng 5,2022-03-30,Lazada,SkinCeuticals,29,3.9,1
Máy sấy tóc,Face-to-face zero-defect open architecture,2555.0,393.01,Tháng 3,2024-05-05,Lazada,Benefit Cosmetics,99,4.6,0
Máy sấy tóc,Focused fault-tolerant hub,4938.0,404.37,Tháng 4,2022-03-31,Lazada,Benton,213,2.8,0
Máy sấy tóc,Profound context-sensitive algorithm,4379.0,301.42,Tháng 5,2022-05-01,Shopee,Yves Saint Laurent,861,1.1,0
Máy sấy tóc,Diverse heuristic initiative,4848.0,183.86,Tháng 8,2024-10-29,Lazada,Dior,726,3.1,1
Máy sấy tóc,Grass-roots bandwidth-monitored capacity,4998.0,386.7,Tháng 9,2023-10-17,Shopee,L'Occitane,976,4.1,0
Máy sấy tóc,Upgradable even-keeled time-frame,3692.0,165.02,Tháng 6,2021-11-01,Lazada,Tarte Cosmetics,251,4.6,0
Máy sấy tóc,Up-sized attitude-oriented adapter,2782.0,421.49,Tháng 5,2023-10-20,Lazada,Dior,97,4.1,0
Máy sấy tóc,Adaptive 24hour task-force,4048.0,16.92,Tháng 12,2024-05-13,Lazada,Tony Moly,248,1.4,1
Máy sấy tóc,Cross-platform non-volatile secured line,4194.0,302.8,Tháng 4,2024-07-27,Shopee,Himalaya,431,1.0,0
Máy sấy tóc,Enterprise-wide dynamic superstructure,2952.0,337.66,Tháng 2,2023-10-04,Lazada,Fa,591,2.8,0
Máy sấy tóc,Cross-platform grid-enabled approach,1776.0,115.89,Tháng 12,2023-12-02,Shopee,SK-II,189,3.8,1
Máy sấy tóc,Multi-layered regional approach,3328.0,333.98,Tháng 3,2022-05-25,Lazada,Apple,441,2.2,0
Máy sấy tóc,Automated impactful help-desk,3767.0,452.23,Tháng 2,2022-10-06,Shopee,Kraft,848,4.3,0
Máy sấy tóc,Cross-group dynamic functionalities,643.0,280.85,Tháng 7,2024-03-20,Shopee,Tatcha,577,3.1,0
Máy sấy tóc,Assimilated 4thgeneration encryption,961.0,314.66,Tháng 5,2022-03-23,Shopee,Coca-Cola,531,2.0,0
Máy sấy tóc,Centralized demand-driven archive,3175.0,203.82,Tháng 1,2023-07-06,Shopee,Aveda,457,2.3,0
Máy sấy tóc,Cross-group secondary infrastructure,2123.0,307.57,Tháng 10,2024-07-12,Shopee,Pampers,895,1.7,0
Máy sấy tóc,Cross-platform user-facing emulation,4583.0,467.66,Tháng 3,2022-05-17,Lazada,LANEIGE,385,2.9,0
Máy sấy tóc,Function-based leadingedge array,4616.0,303.17,Tháng 1,2023-02-25,Lazada,Chanel,868,2.8,0
Máy sấy tóc,Focused homogeneous protocol,3511.0,134.4,Tháng 1,2023-12-26,Lazada,Bioré,51,4.0,1
Máy sấy tóc,Vision-oriented uniform Internet solution,3328.0,492.12,Tháng 7,2023-07-29,Shopee,Bioré,215,4.6,0
Máy sấy tóc,Right-sized well-modulated monitoring,1806.0,244.65,Tháng 8,2024-08-22,Lazada,Head & Shoulders,23,2.6,0
Máy sấy tóc,Ameliorated upward-trending help-desk,806.0,233.75,Tháng 8,2024-08-19,Shopee,Himalaya,225,4.9,0
Máy sấy tóc,Horizontal responsive knowledge user,4301.0,125.91,Tháng 8,2022-09-30,Shopee,Dr. Jart+,712,4.7,1
Máy sấy tóc,Cross-platform intangible forecast,3412.0,470.33,Tháng 7,2024-07-17,Lazada,Revlon,314,5.0,0
Máy sấy tóc,Total 4thgeneration frame,2936.0,305.54,Tháng 1,2024-05-08,Lazada,Olay,577,3.7,0
Máy sấy tóc,Customer-focused empowering architecture,4430.0,488.51,Tháng 2,2022-12-01,Lazada,Fenty Beauty,680,4.8,0
Máy sấy tóc,Multi-tiered asynchronous knowledge user,3600.0,327.18,Tháng 2,2023-11-02,Shopee,Lancôme,242,1.6,0
Máy sấy tóc,Integrated value-added encryption,1320.0,399.93,Tháng 12,2021-12-29,Lazada,The Body Shop Tea Tree,943,1.7,0
Máy sấy tóc,Realigned empowering intranet,83.0,325.85,Tháng 3,2023-04-24,Lazada,Too Faced,128,4.6,0
Máy sấy tóc,Polarized actuating process improvement,1475.0,360.32,Tháng 7,2024-07-11,Shopee,Bobbi Brown,458,3.0,0
Máy sấy tóc,Polarized composite utilization,1236.0,211.97,Tháng 1,2022-02-11,Shopee,TRESemmé,231,1.7,0
Máy sấy tóc,Multi-channeled contextually-based solution,1479.0,72.68,Tháng 8,2022-02-03,Shopee,Dell,389,2.2,1
Máy sấy tóc,Seamless human-resource database,537.0,404.45,Tháng 6,2024-03-06,Lazada,Glade,226,2.5,0
Máy sấy tóc,Reverse-engineered methodical functionalities,4021.0,151.74,Tháng 4,2024-10-18,Lazada,Head & Shoulders,674,1.1,1
Máy sấy tóc,Focused responsive Graphical User Interface,3952.0,494.39,Tháng 3,2023-12-12,Lazada,Laneige,777,4.9,0
Máy sấy tóc,Re-contextualized bifurcated toolset,4633.0,20.33,Tháng 4,2023-08-08,Shopee,Tatcha,286,3.3,1
Máy sấy tóc,Persevering national software,1002.0,389.03,Tháng 10,2023-07-05,Shopee,Colgate,899,1.3,0
Máy sấy tóc,Right-sized grid-enabled open architecture,753.0,167.4,Tháng 10,2021-12-15,Lazada,L'Occitane,415,2.6,0
Máy sấy tóc,Automated analyzing hardware,4037.0,498.77,Tháng 12,2024-01-11,Lazada,Huggies,454,3.5,0
Máy sấy tóc,Down-sized 6thgeneration process improvement,4560.0,448.65,Tháng 7,2024-08-16,Shopee,L'Oréal Professionnel,569,1.4,0
Máy sấy tóc,Upgradable content-based throughput,3038.0,348.43,Tháng 9,2023-06-13,Lazada,Make Up For Ever,737,3.1,0
Máy sấy tóc,Enterprise-wide maximized hardware,1560.0,295.74,Tháng 3,2024-02-03,Lazada,Tony Moly,936,4.0,0
Máy sấy tóc,Progressive system-worthy middleware,589.0,19.01,Tháng 4,2022-12-17,Shopee,Revlon,79,4.5,1
Máy sấy tóc,Organic background protocol,1421.0,113.38,Tháng 1,2023-02-15,Lazada,Bobbi Brown,850,2.3,1
Máy sấy tóc,Future-proofed scalable frame,4909.0,43.12,Tháng 10,2024-05-16,Shopee,Shiseido,905,4.0,1
Máy sấy tóc,Centralized content-based collaboration,1862.0,258.49,Tháng 2,2023-01-15,Shopee,L'Oreal Paris,575,2.4,0
Máy sấy tóc,Sharable 6thgeneration approach,2534.0,354.99,Tháng 11,2022-01-03,Shopee,Adidas,388,3.2,0
Máy sấy tóc,Ergonomic content-based system engine,1876.0,162.73,Tháng 6,2024-08-03,Lazada,Clinique for Men,623,4.7,0
Máy sấy tóc,Advanced eco-centric complexity,2559.0,243.53,Tháng 1,2022-09-14,Lazada,P&G,751,3.3,0
Máy sấy tóc,Customizable regional moratorium,1398.0,329.94,Tháng 4,2024-09-27,Shopee,Sally Hansen,994,2.8,0
Máy sấy tóc,Profound leadingedge access,3281.0,112.53,Tháng 10,2023-06-11,Lazada,Wella,673,1.4,1
Máy sấy tóc,Progressive interactive matrices,1631.0,435.23,Tháng 11,2024-08-02,Shopee,Samsung,851,2.7,0
Máy sấy tóc,Realigned motivating orchestration,4540.0,33.94,Tháng 7,2022-08-24,Lazada,CeraVe,538,1.2,1
Máy sấy tóc,Function-based cohesive forecast,965.0,277.5,Tháng 4,2023-12-17,Shopee,Tony Moly,1,2.9,0
Máy sấy tóc,Self-enabling client-server Local Area Network,843.0,125.73,Tháng 2,2024-02-22,Shopee,Dove,820,2.7,1
Máy sấy tóc,Synergized systematic structure,3089.0,30.69,Tháng 8,2023-12-08,Lazada,Revlon,240,3.8,1
Máy sấy tóc,Right-sized explicit ability,302.0,252.85,Tháng 1,2023-07-27,Lazada,Anastasia Beverly Hills,494,2.5,0
Máy sấy tóc,Stand-alone value-added success,3178.0,228.49,Tháng 11,2024-10-10,Lazada,Tarte Cosmetics,408,2.9,0
Máy sấy tóc,Virtual user-facing collaboration,1149.0,366.65,Tháng 9,2023-12-13,Lazada,Physiogel,991,4.5,0
Máy sấy tóc,Upgradable discrete knowledgebase,921.0,131.93,Tháng 1,2022-08-14,Lazada,Laneige,125,3.3,1
Máy sấy tóc,Assimilated exuding initiative,3369.0,465.96,Tháng 3,2022-06-26,Lazada,Kose,518,4.0,0
Máy sấy tóc,Distributed local knowledge user,3858.0,130.52,Tháng 1,2022-01-20,Lazada,Garnier SkinActive,294,2.6,1
Máy sấy tóc,Profound analyzing Internet solution,4511.0,97.64,Tháng 12,2022-08-15,Lazada,Kraft,339,2.0,1
Máy sấy tóc,Universal exuding forecast,4467.0,69.57,Tháng 4,2022-12-06,Lazada,Dove,13,4.7,1
Máy sấy tóc,Multi-tiered fault-tolerant initiative,3944.0,72.45,Tháng 2,2022-10-16,Lazada,TRESemmé,316,2.6,1
Máy sấy tóc,Ergonomic radical system engine,2625.0,269.84,Tháng 10,2021-12-29,Lazada,Shiseido,37,2.8,0
Máy sấy tóc,Triple-buffered local migration,302.0,163.74,Tháng 12,2023-07-15,Lazada,Almay,400,3.6,0
Máy sấy tóc,Face-to-face intermediate pricing structure,1329.0,306.43,Tháng 6,2023-01-16,Shopee,Dove,143,3.1,0
Máy sấy tóc,Horizontal 24/7 methodology,3496.0,207.54,Tháng 12,2023-04-08,Shopee,Essie,884,4.0,0
Máy sấy tóc,Configurable fault-tolerant support,4467.0,26.74,Tháng 9,2023-10-30,Lazada,L'Oreal Elvive,628,4.3,1
Máy sấy tóc,Centralized discrete toolset,958.0,233.75,Tháng 3,2023-06-30,Shopee,Missha,799,3.1,0
Máy sấy tóc,Business-focused regional encoding,826.0,206.39,Tháng 5,2022-02-06,Lazada,Olay Regenerist,831,1.9,0
Máy sấy tóc,Re-engineered responsive focus group,3628.0,168.01,Tháng 12,2023-11-24,Lazada,Garnier Fructis,394,4.0,0
Máy sấy tóc,Triple-buffered human-resource contingency,2876.0,455.24,Tháng 5,2024-05-09,Lazada,Sally Hansen,402,2.5,0
Máy sấy tóc,Balanced intermediate secured line,4203.0,121.98,Tháng 4,2023-05-31,Shopee,Zalora,451,3.7,1
Máy sấy tóc,Ameliorated actuating infrastructure,3185.0,41.62,Tháng 8,2023-09-03,Shopee,Adidas,768,3.0,1
Máy sấy tóc,Re-engineered value-added utilization,2575.0,470.53,Tháng 3,2024-04-09,Shopee,Pond's,958,2.2,0
Máy sấy tóc,Profit-focused web-enabled orchestration,2711.0,12.32,Tháng 4,2024-01-26,Lazada,Apple,868,3.3,1
Máy sấy tóc,Multi-lateral motivating Graphical User Interface,2977.0,331.0,Tháng 12,2022-03-15,Shopee,L'Occitane,395,3.0,0
Máy sấy tóc,Team-oriented 24/7 task-force,2126.0,457.4,Tháng 8,2023-04-01,Lazada,Shu Uemura,531,4.3,0
Máy sấy tóc,Assimilated methodical Local Area Network,1304.0,420.75,Tháng 3,2024-04-10,Shopee,Bioré,944,2.1,0
Máy sấy tóc,Stand-alone real-time hub,3452.0,36.73,Tháng 1,2022-12-08,Lazada,Fanta,227,4.6,1
Máy sấy tóc,Re-contextualized national complexity,3697.0,23.83,Tháng 11,2022-05-04,Shopee,Kose,703,1.6,1
Máy sấy tóc,Grass-roots cohesive frame,1455.0,172.26,Tháng 3,2024-09-09,Lazada,Too Faced,612,1.5,0
Máy sấy tóc,Multi-tiered hybrid methodology,4454.0,89.76,Tháng 8,2023-09-15,Shopee,Zalora,754,2.9,1
Máy sấy tóc,Exclusive maximized moratorium,2787.0,332.7,Tháng 4,2023-05-19,Shopee,TIGI,77,2.6,0
Máy sấy tóc,Upgradable modular algorithm,2271.0,153.87,Tháng 4,2023-04-27,Lazada,Dove Body Wash,483,4.9,1
Máy sấy tóc,Phased foreground contingency,3376.0,247.6,Tháng 6,2024-03-24,Lazada,Yves Saint Laurent,337,3.3,0
Máy sấy tóc,Optimized coherent website,2610.0,469.91,Tháng 5,2024-02-29,Lazada,Innisfree,9,4.5,0
Máy sấy tóc,Optional cohesive emulation,3239.0,176.24,Tháng 1,2023-06-10,Shopee,Nike,674,2.6,0
Máy sấy tóc,Front-line discrete monitoring,2857.0,110.56,Tháng 1,2022-01-15,Lazada,Cosrx,289,2.1,1
Máy sấy tóc,Total explicit project,4622.0,56.21,Tháng 11,2022-04-17,Shopee,Burt's Bees,360,1.8,1
Máy sấy tóc,Devolved fresh-thinking initiative,1941.0,139.08,Tháng 2,2024-07-25,Shopee,Dr. Jart+,840,3.6,1
Máy sấy tóc,Diverse neutral knowledge user,337.0,73.7,Tháng 8,2021-12-31,Lazada,Vichy,18,4.6,1
Máy sấy tóc,User-friendly 24/7 interface,1245.0,22.7,Tháng 10,2023-11-24,Shopee,Clarins,251,3.6,1
Máy sấy tóc,Visionary systematic moderator,4858.0,124.99,Tháng 9,2023-11-16,Lazada,Althea,505,2.0,1
Máy sấy tóc,Innovative fault-tolerant groupware,4461.0,278.01,Tháng 9,2022-04-09,Lazada,Clinique,305,4.0,0
Máy tính xách tay,Grass-roots systematic parallelism,4360.0,262.18,Tháng 4,2022-04-13,Shopee,Pond's,925,2.4,0
Máy tính xách tay,Programmable human-resource open architecture,3039.0,82.02,Tháng 10,2022-10-25,Lazada,Dove,959,4.1,1
Máy tính xách tay,Exclusive neutral definition,4626.0,467.89,Tháng 10,2024-02-04,Shopee,Coca-Cola,907,2.7,0
Máy tính xách tay,Horizontal clear-thinking attitude,4676.0,54.68,Tháng 6,2022-04-28,Lazada,Garnier,187,1.8,1
Máy tính xách tay,Optimized heuristic framework,2110.0,184.6,Tháng 3,2024-03-14,Shopee,Avène,196,3.6,0
Máy tính xách tay,Networked actuating standardization,1146.0,208.6,Tháng 7,2023-07-31,Lazada,TIGI,737,2.7,0
Máy tính xách tay,Exclusive optimizing open system,61.0,298.83,Tháng 8,2022-09-12,Lazada,L'Oréal Professionnel,343,3.9,0
Máy tính xách tay,Profit-focused well-modulated focus group,2164.0,352.43,Tháng 4,2022-12-06,Lazada,Aveeno,978,3.1,0
Máy tính xách tay,Assimilated solution-oriented hub,645.0,465.55,Tháng 7,2023-09-18,Lazada,O.P.I.,321,3.9,0
Máy tính xách tay,Up-sized client-server synergy,7.0,169.82,Tháng 7,2024-07-11,Lazada,Avène,503,4.7,0
Máy tính xách tay,Universal methodical attitude,665.0,69.26,Tháng 7,2022-03-22,Lazada,LANEIGE,559,1.6,1
Máy tính xách tay,Profit-focused tangible middleware,64.0,133.3,Tháng 9,2022-04-19,Shopee,Sally Hansen,780,4.0,0
Máy tính xách tay,Configurable mission-critical array,1321.0,327.82,Tháng 8,2024-03-18,Lazada,Fanta,963,3.8,0
Máy tính xách tay,Inverse reciprocal project,3124.0,412.41,Tháng 1,2023-05-10,Shopee,Dr. Jart+,313,2.8,0
Máy tính xách tay,Digitized modular flexibility,3171.0,95.3,Tháng 1,2024-10-15,Shopee,Chanel,57,2.4,1
Máy tính xách tay,Organized static middleware,4.0,484.11,Tháng 10,2022-06-05,Lazada,Huda Beauty,981,1.3,0
Máy tính xách tay,Decentralized client-driven policy,4578.0,108.44,Tháng 4,2021-12-02,Shopee,Colgate,202,1.1,1
Máy tính xách tay,Phased clear-thinking firmware,4211.0,219.84,Tháng 11,2022-07-22,Shopee,Fenty Beauty,536,3.2,0
Máy tính xách tay,Advanced demand-driven portal,3414.0,180.02,Tháng 1,2023-12-03,Lazada,Zara,835,4.8,0
Máy tính xách tay,Customizable dedicated groupware,1906.0,185.62,Tháng 8,2024-03-13,Shopee,Too Faced,137,1.9,0
